State,Date,Total cases
Andaman and Nicobar,467,7540
Jammu and Kashmir,467,321865
Telangana,467,646606
Arunachal Pradesh,467,48884
Punjab,467,599204
Tamil Nadu,467,2565452
Lakshadweep,467,10226
Manipur,467,100625
Uttarakhand,467,342246
Daman and Diu,467,10651
West Bengal,467,1530024
Nagaland,468,28217
Jharkhand,468,347276
NCT of Delhi,468,1436518
Madhya Pradesh,468,791908
Goa,468,171506
Chhattisgarh,468,1002735
Chandigarh,468,61965
Mizoram,468,42083
Bihar,468,725023
Andaman and Nicobar,468,7541
Arunachal Pradesh,468,49203
Andhra Pradesh,468,1973996
Lakshadweep,468,10231
Uttarakhand,468,342283
Telangana,468,647229
Tripura,468,79532
Manipur,468,101390
Puducherry,468,121252
Haryana,468,770009
Daman and Diu,468,10652
Uttar Pradesh,468,1708623
Rajasthan,468,953733
Odisha,468,982181
Karnataka,468,2911727
Dadra and Nagar Haveli,468,10652
Gujarat,468,824954
Tamil Nadu,468,2567401
Sikkim,468,27342
Kerala,468,3471563
Assam,468,570504
Maharashtra,468,6327194
Punjab,468,599266
Himachal Pradesh,468,206832
West Bengal,468,1530850
Meghalaya,468,67016
Jammu and Kashmir,468,322014
Himachal Pradesh,469,207088
Meghalaya,469,67592
West Bengal,469,1531662
Dadra and Nagar Haveli,469,10652
Madhya Pradesh,469,791919
Odisha,469,983523
Manipur,469,102147
Goa,469,171608
Haryana,469,770027
Mizoram,469,42808
Chhattisgarh,469,1002849
Andaman and Nicobar,469,7541
Chandigarh,469,61966
Bihar,469,725067
NCT of Delhi,469,1436579
Jharkhand,469,347304
Lakshadweep,469,10235
Uttarakhand,469,342307
Puducherry,469,121333
Gujarat,469,824978
Assam,469,571571
Karnataka,469,2913512
Jammu and Kashmir,469,322142
Uttar Pradesh,469,1708649
Nagaland,469,28335
Arunachal Pradesh,469,49441
Andhra Pradesh,469,1976141
Maharashtra,469,6336220
Telangana,469,647811
Rajasthan,469,953773
Punjab,469,599304
Daman and Diu,469,10652
Kerala,469,3493603
Tamil Nadu,469,2569398
Tripura,469,79777
Sikkim,469,27526
Andhra Pradesh,470,1978350
Karnataka,470,2915317
Andaman and Nicobar,470,7541
Meghalaya,470,68107
Jharkhand,470,347336
Telangana,470,648388
Uttarakhand,470,342336
Daman and Diu,470,10652
Haryana,470,770042
Dadra and Nagar Haveli,470,10652
Punjab,470,599365
Rajasthan,470,953793
Bihar,470,725122
Tamil Nadu,470,2571383
NCT of Delhi,470,1436623
Madhya Pradesh,470,791937
Sikkim,470,27652
Maharashtra,470,6341759
Himachal Pradesh,470,207344
Kerala,470,3513551
Tripura,470,79948
Manipur,470,102889
Goa,470,171705
Uttar Pradesh,470,1708689
Jammu and Kashmir,470,322286
Puducherry,470,121421
Lakshadweep,470,10243
West Bengal,470,1532379
Nagaland,470,28445
Chandigarh,470,61970
Mizoram,470,43530
Chhattisgarh,470,1002958
Assam,470,572546
Arunachal Pradesh,470,49668
Gujarat,470,825001
Odisha,470,984731
Odisha,471,985827
Kerala,471,3533918
Andhra Pradesh,471,1980258
Jharkhand,471,347373
Meghalaya,471,68631
Dadra and Nagar Haveli,471,10652
Assam,471,573532
Punjab,471,599428
Manipur,471,103588
Nagaland,471,28551
Andaman and Nicobar,471,7544
Gujarat,471,825020
NCT of Delhi,471,1436695
Maharashtra,471,6347820
Himachal Pradesh,471,207700
Tripura,471,80134
Goa,471,171814
Uttar Pradesh,471,1708716
Jammu and Kashmir,471,322428
Lakshadweep,471,10247
West Bengal,471,1533128
Puducherry,471,121523
Arunachal Pradesh,471,49916
Chhattisgarh,471,1003078
Sikkim,471,27746
Chandigarh,471,61974
Tamil Nadu,471,2573352
Mizoram,471,44239
Haryana,471,770060
Daman and Diu,471,10652
Rajasthan,471,953812
Uttarakhand,471,342374
Telangana,471,648957
Bihar,471,725158
Karnataka,471,2916927
Madhya Pradesh,471,791950
Tamil Nadu,472,2575308
Meghalaya,472,69171
Andaman and Nicobar,472,7546
Tripura,472,80211
Arunachal Pradesh,472,50070
Gujarat,472,825045
West Bengal,472,1533803
Nagaland,472,28628
Dadra and Nagar Haveli,472,10653
Sikkim,472,27860
Puducherry,472,121602
Chhattisgarh,472,1003154
Madhya Pradesh,472,791960
Chandigarh,472,61978
Karnataka,472,2918525
Bihar,472,725192
Uttar Pradesh,472,1708772
Telangana,472,649406
Goa,472,171883
Rajasthan,472,953827
Mizoram,472,44520
Lakshadweep,472,10249
Uttarakhand,472,342392
Himachal Pradesh,472,207887
Haryana,472,770079
Maharashtra,472,6353328
Punjab,472,599482
Andhra Pradesh,472,1982308
Jharkhand,472,347392
Assam,472,574100
Kerala,472,3552525
Odisha,472,987070
Manipur,472,104324
NCT of Delhi,472,1436761
Daman and Diu,472,10653
Jammu and Kashmir,472,322550
Goa,473,171944
Sikkim,473,27908
Maharashtra,473,6357833
Karnataka,473,2919711
Rajasthan,473,953840
West Bengal,473,1534360
Dadra and Nagar Haveli,473,10653
Assam,473,575220
Meghalaya,473,69358
Puducherry,473,121665
Tamil Nadu,473,2577237
Odisha,473,987956
Lakshadweep,473,10249
Chandigarh,473,61984
Madhya Pradesh,473,791970
Mizoram,473,45457
Uttarakhand,473,342423
Tripura,473,80416
Haryana,473,770091
Chhattisgarh,473,1003244
Punjab,473,599514
Andhra Pradesh,473,1983721
Jharkhand,473,347406
Daman and Diu,473,10653
Kerala,473,3565574
Bihar,473,725235
Manipur,473,104791
Jammu and Kashmir,473,322658
Telangana,473,649859
Uttar Pradesh,473,1708793
Nagaland,473,28709
Himachal Pradesh,473,208197
NCT of Delhi,473,1436800
Gujarat,473,825064
Andaman and Nicobar,473,7546
Arunachal Pradesh,473,50372
Lakshadweep,474,10263
Himachal Pradesh,474,208616
Puducherry,474,121766
Jammu and Kashmir,474,322771
Tripura,474,80660
Haryana,474,770114
Daman and Diu,474,10654
Rajasthan,474,953851
Mizoram,474,46320
Punjab,474,599573
Andhra Pradesh,474,1985182
Jharkhand,474,347440
Odisha,474,988997
Maharashtra,474,6363442
Meghalaya,474,69769
Telangana,474,650353
Nagaland,474,28811
West Bengal,474,1534999
Bihar,474,725279
Dadra and Nagar Haveli,474,10654
Uttarakhand,474,342462
Manipur,474,105424
Kerala,474,3586693
Sikkim,474,28018
Karnataka,474,2921049
Chhattisgarh,474,1003356
Goa,474,172085
Arunachal Pradesh,474,50605
NCT of Delhi,474,1436852
Gujarat,474,825085
Andaman and Nicobar,474,7548
Tamil Nadu,474,2579130
Madhya Pradesh,474,791980
Uttar Pradesh,474,1708812
Chandigarh,474,61992
Assam,474,576149
Meghalaya,475,70232
Goa,475,172188
Jharkhand,475,347454
Assam,475,577035
Arunachal Pradesh,475,50793
Andhra Pradesh,475,1987051
Telangana,475,650835
Chhattisgarh,475,1003439
Madhya Pradesh,475,791990
Puducherry,475,121880
Karnataka,475,2922875
Mizoram,475,46896
Himachal Pradesh,475,208990
Sikkim,475,28175
Kerala,475,3610193
Lakshadweep,475,10268
Uttarakhand,475,342502
NCT of Delhi,475,1436889
West Bengal,475,1535699
Chandigarh,475,61997
Daman and Diu,475,10654
Tamil Nadu,475,2581094
Rajasthan,475,953870
Andaman and Nicobar,475,7548
Haryana,475,770130
Bihar,475,725326
Jammu and Kashmir,475,322885
Odisha,475,990075
Tripura,475,80800
Gujarat,475,825101
Punjab,475,599678
Maharashtra,475,6369002
Dadra and Nagar Haveli,475,10654
Nagaland,475,28875
Manipur,475,106030
Uttar Pradesh,475,1708836
Uttarakhand,476,342526
Assam,476,577970
West Bengal,476,1536446
Madhya Pradesh,476,791998
Andaman and Nicobar,476,7548
Himachal Pradesh,476,209344
Meghalaya,476,70661
Jammu and Kashmir,476,323061
Karnataka,476,2924732
Kerala,476,3631638
Goa,476,172276
Nagaland,476,28955
Telangana,476,651288
Gujarat,476,825118
Bihar,476,725369
Tripura,476,80980
Dadra and Nagar Haveli,476,10655
Odisha,476,991182
Manipur,476,106707
Uttar Pradesh,476,1708851
Daman and Diu,476,10655
NCT of Delhi,476,1436938
Rajasthan,476,953887
Tamil Nadu,476,2583036
Jharkhand,476,347498
Chhattisgarh,476,1003537
Arunachal Pradesh,476,50973
Maharashtra,476,6375390
Puducherry,476,121989
Lakshadweep,476,10274
Chandigarh,476,62009
Mizoram,476,47471
Andhra Pradesh,476,1988910
Haryana,476,770146
Punjab,476,599758
Sikkim,476,28275
Odisha,477,992375
Meghalaya,477,71045
Haryana,477,770172
Daman and Diu,477,10655
Madhya Pradesh,477,792007
Tripura,477,81117
Tamil Nadu,477,2584969
Andhra Pradesh,477,1990656
Rajasthan,477,953911
Uttar Pradesh,477,1708876
Nagaland,477,29036
Uttarakhand,477,342553
Sikkim,477,28425
Andaman and Nicobar,477,7548
Punjab,477,599846
Mizoram,477,47995
Kerala,477,3652090
Telangana,477,651715
Arunachal Pradesh,477,51139
Jharkhand,477,347530
Goa,477,172343
Bihar,477,725416
West Bengal,477,1537185
NCT of Delhi,477,1436988
Dadra and Nagar Haveli,477,10655
Manipur,477,107229
Gujarat,477,825141
Jammu and Kashmir,477,323190
Chandigarh,477,62024
Lakshadweep,477,10278
Himachal Pradesh,477,209677
Assam,477,578733
Maharashtra,477,6382076
Chhattisgarh,477,1003614
Puducherry,477,122102
Karnataka,477,2926401
Dadra and Nagar Haveli,478,10655
Uttarakhand,478,342572
Manipur,478,107668
Chandigarh,478,62028
Karnataka,478,2928033
Tripura,478,81259
Maharashtra,478,6387863
Odisha,478,993507
Himachal Pradesh,478,209961
NCT of Delhi,478,1437038
Jharkhand,478,347558
Daman and Diu,478,10655
Goa,478,172431
Chhattisgarh,478,1003697
Arunachal Pradesh,478,51300
West Bengal,478,1537890
Mizoram,478,48462
Puducherry,478,122203
Bihar,478,725455
Punjab,478,599896
Sikkim,478,28554
Uttar Pradesh,478,1708918
Rajasthan,478,953925
Nagaland,478,29097
Telangana,478,652135
Gujarat,478,825166
Assam,478,579488
Haryana,478,770186
Kerala,478,3671541
Madhya Pradesh,478,792023
Jammu and Kashmir,478,323325
Lakshadweep,478,10285
Meghalaya,478,71388
Andhra Pradesh,478,1992191
Andaman and Nicobar,478,7548
Tamil Nadu,478,2586885
Nagaland,479,29151
Kerala,479,3690123
Chhattisgarh,479,1003746
Lakshadweep,479,10288
Andaman and Nicobar,479,7548
West Bengal,479,1538563
Madhya Pradesh,479,792036
Arunachal Pradesh,479,51348
Goa,479,172506
Mizoram,479,48711
Andhra Pradesh,479,1993697
Bihar,479,725483
Puducherry,479,122282
Punjab,479,599942
Sikkim,479,28706
Rajasthan,479,953943
Uttar Pradesh,479,1708948
Jammu and Kashmir,479,323422
Himachal Pradesh,479,210143
NCT of Delhi,479,1437091
Haryana,479,770208
Jharkhand,479,347585
Uttarakhand,479,342588
Karnataka,479,2929464
Maharashtra,479,6392660
Tamil Nadu,479,2588781
Tripura,479,81311
Meghalaya,479,71808
Assam,479,579899
Manipur,479,108270
Chandigarh,479,62029
Daman and Diu,479,10655
Gujarat,479,825182
Dadra and Nagar Haveli,479,10655
Telangana,479,652380
Odisha,479,994565
Chandigarh,480,62031
Jammu and Kashmir,480,323499
Rajasthan,480,953954
Uttarakhand,480,342606
Himachal Pradesh,480,210419
Uttar Pradesh,480,1708965
Sikkim,480,28726
Kerala,480,3702417
Assam,480,580657
Punjab,480,599972
Madhya Pradesh,480,792043
Bihar,480,725497
Odisha,480,995433
Daman and Diu,480,10657
Puducherry,480,122331
Dadra and Nagar Haveli,480,10657
Andaman and Nicobar,480,7549
NCT of Delhi,480,1437118
Telangana,480,652785
Jharkhand,480,347620
Nagaland,480,29195
Gujarat,480,825196
Tamil Nadu,480,2590632
Meghalaya,480,72160
Andhra Pradesh,480,1994606
Lakshadweep,480,10294
Manipur,480,108545
Tripura,480,81443
West Bengal,480,1539065
Arunachal Pradesh,480,51513
Maharashtra,480,6396805
Goa,480,172568
Mizoram,480,49350
Haryana,480,770230
Chhattisgarh,480,1003814
Karnataka,480,2930529
Uttarakhand,481,342637
Rajasthan,481,953960
Jammu and Kashmir,481,323582
Uttar Pradesh,481,1708991
Andhra Pradesh,481,1995669
Lakshadweep,481,10295
Tamil Nadu,481,2592436
Haryana,481,770245
Chandigarh,481,62035
Daman and Diu,481,10657
Odisha,481,996153
Maharashtra,481,6401213
Himachal Pradesh,481,210719
Tripura,481,81584
Dadra and Nagar Haveli,481,10657
NCT of Delhi,481,1437156
Kerala,481,3724030
Chhattisgarh,481,1003870
Arunachal Pradesh,481,51655
Mizoram,481,49950
Puducherry,481,122391
Sikkim,481,28830
Manipur,481,108948
Jharkhand,481,347635
Punjab,481,600008
Assam,481,581398
Gujarat,481,825213
Karnataka,481,2931827
Telangana,481,653202
West Bengal,481,1539612
Meghalaya,481,72412
Goa,481,172683
Nagaland,481,29274
Madhya Pradesh,481,792054
Andaman and Nicobar,481,7549
Bihar,481,725518
Daman and Diu,482,10657
Lakshadweep,482,10299
Puducherry,482,122542
Chhattisgarh,482,1003934
Sikkim,482,28981
Nagaland,482,29331
Odisha,482,997146
Gujarat,482,825236
Tamil Nadu,482,2594233
Bihar,482,725534
Chandigarh,482,62045
Himachal Pradesh,482,210980
Jammu and Kashmir,482,323682
Punjab,482,600060
West Bengal,482,1540258
Haryana,482,770266
Arunachal Pradesh,482,51799
Dadra and Nagar Haveli,482,10657
Assam,482,582037
NCT of Delhi,482,1437192
Madhya Pradesh,482,792063
Mizoram,482,50437
Meghalaya,482,72656
Jharkhand,482,347667
Kerala,482,3745457
Andaman and Nicobar,482,7550
Manipur,482,109317
Tripura,482,81737
Maharashtra,482,6406345
Telangana,482,653626
Karnataka,482,2933192
Rajasthan,482,953969
Goa,482,172763
Andhra Pradesh,482,1997102
Uttar Pradesh,482,1709025
Uttarakhand,482,342668
Uttarakhand,483,342701
Punjab,483,600123
Nagaland,483,29390
Telangana,483,654035
Haryana,483,770291
West Bengal,483,1540989
Uttar Pradesh,483,1709050
Kerala,483,3766573
Mizoram,483,50959
Dadra and Nagar Haveli,483,10657
Maharashtra,483,6411570
Assam,483,582750
Jharkhand,483,347690
Himachal Pradesh,483,211277
Tripura,483,81826
NCT of Delhi,483,1437217
Andaman and Nicobar,483,7553
Manipur,483,109843
Arunachal Pradesh,483,51919
Karnataka,483,2934624
Gujarat,483,825255
Bihar,483,725549
Daman and Diu,483,10657
Lakshadweep,483,10301
Chhattisgarh,483,1003995
Odisha,483,998187
Sikkim,483,29075
Madhya Pradesh,483,792081
Jammu and Kashmir,483,323792
Meghalaya,483,72985
Tamil Nadu,483,2595935
Andhra Pradesh,483,1998603
Chandigarh,483,62051
Puducherry,483,122676
Rajasthan,483,953981
Goa,483,172846
Chandigarh,484,62056
Odisha,484,999173
Daman and Diu,484,10657
Arunachal Pradesh,484,52044
Mizoram,484,51604
Chhattisgarh,484,1004043
Madhya Pradesh,484,792089
Maharashtra,484,6415935
Jharkhand,484,347707
Bihar,484,725560
NCT of Delhi,484,1437274
Karnataka,484,2936077
Andhra Pradesh,484,2000038
Assam,484,583458
Uttarakhand,484,342716
Goa,484,172966
Andaman and Nicobar,484,7556
Rajasthan,484,953995
Jammu and Kashmir,484,323951
Nagaland,484,29482
West Bengal,484,1541747
Himachal Pradesh,484,211432
Telangana,484,654394
Sikkim,484,29157
Manipur,484,110215
Kerala,484,3786797
Meghalaya,484,73217
Puducherry,484,122773
Punjab,484,600180
Gujarat,484,825272
Haryana,484,770312
Uttar Pradesh,484,1709076
Dadra and Nagar Haveli,484,10657
Tripura,484,81941
Tamil Nadu,484,2597603
Lakshadweep,484,10306
Andaman and Nicobar,485,7557
Assam,485,584098
Chhattisgarh,485,1004117
Nagaland,485,29554
Himachal Pradesh,485,211632
Gujarat,485,825287
Dadra and Nagar Haveli,485,10659
NCT of Delhi,485,1437293
Odisha,485,1000084
Manipur,485,110657
Karnataka,485,2937427
Uttar Pradesh,485,1709100
Tamil Nadu,485,2599255
Andhra Pradesh,485,2001255
Kerala,485,3803903
Telangana,485,654758
Uttarakhand,485,342737
Goa,485,173088
Rajasthan,485,954018
Jammu and Kashmir,485,324095
Sikkim,485,29244
Lakshadweep,485,10308
Meghalaya,485,73448
Puducherry,485,122832
Bihar,485,725568
Punjab,485,600225
Haryana,485,770331
Tripura,485,82050
Daman and Diu,485,10659
Chandigarh,485,62062
Maharashtra,485,6420510
West Bengal,485,1542425
Arunachal Pradesh,485,52165
Mizoram,485,52180
Madhya Pradesh,485,792096
Jharkhand,485,347725
Tamil Nadu,486,2600885
Andhra Pradesh,486,2002340
Madhya Pradesh,486,792101
Odisha,486,1000937
Nagaland,486,29589
Daman and Diu,486,10659
Meghalaya,486,73765
Maharashtra,486,6424651
Lakshadweep,486,10309
Jammu and Kashmir,486,324202
Manipur,486,110942
Haryana,486,770347
Chandigarh,486,65066
Gujarat,486,825302
Bihar,486,725588
Mizoram,486,52472
Karnataka,486,2938616
Arunachal Pradesh,486,52214
Tripura,486,82095
West Bengal,486,1542986
Uttar Pradesh,486,1709119
Dadra and Nagar Haveli,486,10659
Punjab,486,600266
Chhattisgarh,486,1004144
Jharkhand,486,347730
Puducherry,486,122892
Telangana,486,654989
Sikkim,486,29314
NCT of Delhi,486,1437317
Andaman and Nicobar,486,7557
Rajasthan,486,954023
Goa,486,173164
Himachal Pradesh,486,211746
Assam,486,584434
Uttarakhand,486,342749
Kerala,486,3814305
Sikkim,487,29340
Andaman and Nicobar,487,7559
Daman and Diu,487,10659
Tamil Nadu,487,2602489
Karnataka,487,2939767
Andhra Pradesh,487,2003342
Kerala,487,3827688
West Bengal,487,1543496
Maharashtra,487,6428294
Jammu and Kashmir,487,324295
Rajasthan,487,954030
Haryana,487,770362
Uttar Pradesh,487,1709126
Uttarakhand,487,342771
Punjab,487,600292
Goa,487,173221
Puducherry,487,122934
Bihar,487,725596
Meghalaya,487,74070
Lakshadweep,487,10317
Tripura,487,82260
Arunachal Pradesh,487,52308
Telangana,487,655343
Madhya Pradesh,487,792104
Chhattisgarh,487,1004183
Odisha,487,1001698
Dadra and Nagar Haveli,487,10659
Manipur,487,111212
NCT of Delhi,487,1437334
Nagaland,487,29622
Gujarat,487,825316
Himachal Pradesh,487,211979
Chandigarh,487,65068
Jharkhand,487,347748
Mizoram,487,53317
Assam,487,585134
Tamil Nadu,488,2604074
Tripura,488,82384
Telangana,488,655732
Madhya Pradesh,488,792109
Sikkim,488,29477
Kerala,488,3851984
Andhra Pradesh,488,2004590
Rajasthan,488,954040
Uttarakhand,488,342786
Meghalaya,488,74232
Nagaland,488,29669
Puducherry,488,123007
Goa,488,173357
Assam,488,585689
Chhattisgarh,488,1004230
Jammu and Kashmir,488,324420
Himachal Pradesh,488,212260
NCT of Delhi,488,1437485
Andaman and Nicobar,488,7560
Chandigarh,488,65069
Jharkhand,488,347755
Daman and Diu,488,10659
Karnataka,488,2941026
Mizoram,488,54057
Arunachal Pradesh,488,52409
Dadra and Nagar Haveli,488,10659
Maharashtra,488,6432649
Lakshadweep,488,10318
West Bengal,488,1544109
Bihar,488,725605
Manipur,488,111598
Uttar Pradesh,488,1709152
Haryana,488,770380
Gujarat,488,825330
Odisha,488,1002323
Punjab,488,600342
Tamil Nadu,489,2605647
Andaman and Nicobar,489,7560
Karnataka,489,2942250
Kerala,489,3883429
Chandigarh,489,65071
Mizoram,489,54851
Himachal Pradesh,489,212458
Dadra and Nagar Haveli,489,10660
Nagaland,489,29718
Bihar,489,725636
Uttar Pradesh,489,1709173
Manipur,489,111975
Rajasthan,489,954048
Maharashtra,489,6437680
Jammu and Kashmir,489,324546
NCT of Delhi,489,1437550
Madhya Pradesh,489,792114
Gujarat,489,825347
Meghalaya,489,74586
West Bengal,489,1544817
Haryana,489,770395
Uttarakhand,489,342818
Assam,489,586378
Daman and Diu,489,10660
Andhra Pradesh,489,2006191
Puducherry,489,123078
Arunachal Pradesh,489,52525
Jharkhand,489,347763
Tripura,489,82498
Goa,489,173434
Odisha,489,1003210
Telangana,489,656098
Lakshadweep,489,10327
Punjab,489,600378
Sikkim,489,29524
Chhattisgarh,489,1004282
Assam,490,586940
Maharashtra,490,6442788
Odisha,490,1004059
Manipur,490,112355
Madhya Pradesh,490,792120
Andaman and Nicobar,490,7560
Tripura,490,82600
Kerala,490,3913506
Nagaland,490,29778
Dadra and Nagar Haveli,490,10663
Karnataka,490,2943463
West Bengal,490,1545534
Bihar,490,725651
Mizoram,490,55756
Jharkhand,490,347794
Arunachal Pradesh,490,52634
Rajasthan,490,954051
Goa,490,173526
Uttar Pradesh,490,1709192
Telangana,490,656455
Punjab,490,600420
Sikkim,490,29597
NCT of Delhi,490,1437595
Gujarat,490,825363
Meghalaya,490,74817
Himachal Pradesh,490,212727
Lakshadweep,490,10328
Tamil Nadu,490,2607206
Andhra Pradesh,490,2007730
Jammu and Kashmir,490,324647
Haryana,490,770411
Chhattisgarh,490,1004329
Puducherry,490,123151
Daman and Diu,490,10663
Chandigarh,490,65077
Uttarakhand,490,342843
Bihar,491,725672
Dadra and Nagar Haveli,491,10663
Haryana,491,770432
Gujarat,491,825376
Andaman and Nicobar,491,7560
West Bengal,491,1546237
Himachal Pradesh,491,212913
Chandigarh,491,65084
Mizoram,491,56642
Jharkhand,491,347815
Andhra Pradesh,491,2009245
Madhya Pradesh,491,792136
Arunachal Pradesh,491,52760
Goa,491,173606
Tamil Nadu,491,2608748
Uttar Pradesh,491,1709208
Kerala,491,3946307
Lakshadweep,491,10334
Punjab,491,600463
Maharashtra,491,6447442
Sikkim,491,29639
Telangana,491,656794
Uttarakhand,491,342875
Rajasthan,491,954068
Nagaland,491,29841
Karnataka,491,2944764
Jammu and Kashmir,491,324813
Daman and Diu,491,10663
Meghalaya,491,75079
Assam,491,587439
Puducherry,491,123231
Manipur,491,112666
Tripura,491,82674
Odisha,491,1004875
NCT of Delhi,491,1437656
Chhattisgarh,491,1004360
Puducherry,492,123298
Rajasthan,492,954079
Tripura,492,82775
Kerala,492,3977572
Uttar Pradesh,492,1709234
Goa,492,173717
Chandigarh,492,65087
Tamil Nadu,492,2610299
Lakshadweep,492,10336
Punjab,492,600514
Jammu and Kashmir,492,324979
Karnataka,492,2945993
Maharashtra,492,6452273
Sikkim,492,29729
Telangana,492,657119
Uttarakhand,492,342894
Odisha,492,1005654
Manipur,492,112941
Andhra Pradesh,492,2010566
Arunachal Pradesh,492,52831
Assam,492,588025
Nagaland,492,29920
Haryana,492,770445
Andaman and Nicobar,492,7560
West Bengal,492,1546898
Dadra and Nagar Haveli,492,10663
Daman and Diu,492,10663
NCT of Delhi,492,1437685
Mizoram,492,57522
Gujarat,492,825386
Bihar,492,725683
Jharkhand,492,347829
Madhya Pradesh,492,792143
Meghalaya,492,75336
Chhattisgarh,492,1004379
Himachal Pradesh,492,213122
Nagaland,493,29972
Madhya Pradesh,493,792155
Telangana,493,657376
Uttarakhand,493,342910
Maharashtra,493,6456939
Chhattisgarh,493,1004398
Himachal Pradesh,493,213245
Jammu and Kashmir,493,325148
Assam,493,588318
Meghalaya,493,75601
West Bengal,493,1547548
Kerala,493,4007408
Karnataka,493,2947255
Goa,493,173791
Lakshadweep,493,10338
Bihar,493,725694
Rajasthan,493,954086
Andaman and Nicobar,493,7564
Gujarat,493,825398
Puducherry,493,123394
Manipur,493,113328
Punjab,493,600551
Arunachal Pradesh,493,52870
NCT of Delhi,493,1437716
Odisha,493,1006503
Tamil Nadu,493,2611837
Uttar Pradesh,493,1709248
Dadra and Nagar Haveli,493,10663
Tripura,493,82849
Sikkim,493,29809
Haryana,493,770456
Jharkhand,493,347842
Daman and Diu,493,10663
Mizoram,493,57962
Andhra Pradesh,493,2012123
Chandigarh,493,65093
Madhya Pradesh,494,792165
Arunachal Pradesh,494,52960
Himachal Pradesh,494,213341
Rajasthan,494,954093
West Bengal,494,1548058
Gujarat,494,825410
Andhra Pradesh,494,2013001
Lakshadweep,494,10345
Puducherry,494,123457
Manipur,494,113551
Karnataka,494,2948228
Dadra and Nagar Haveli,494,10663
Mizoram,494,59119
Bihar,494,725700
Meghalaya,494,75735
Jharkhand,494,347855
Goa,494,173850
Telangana,494,657716
Odisha,494,1007112
Uttarakhand,494,342948
Chandigarh,494,65099
Maharashtra,494,6460680
Jammu and Kashmir,494,325253
Haryana,494,770466
Tamil Nadu,494,2613360
Sikkim,494,29841
Punjab,494,600576
Daman and Diu,494,10663
Andaman and Nicobar,494,7565
Uttar Pradesh,494,1709271
Kerala,494,4027030
Nagaland,494,30003
NCT of Delhi,494,1437736
Tripura,494,82862
Chhattisgarh,494,1004420
Assam,494,588856
Himachal Pradesh,495,213548
Tripura,495,82961
Odisha,495,1007750
Meghalaya,495,75836
Manipur,495,113933
Nagaland,495,30083
Dadra and Nagar Haveli,495,10663
NCT of Delhi,495,1437764
Madhya Pradesh,495,792175
Haryana,495,770486
Jharkhand,495,347867
Gujarat,495,825422
Andaman and Nicobar,495,7566
Uttarakhand,495,342976
Andhra Pradesh,495,2014116
Maharashtra,495,6464876
Telangana,495,658054
Sikkim,495,29878
Jammu and Kashmir,495,325419
Punjab,495,600614
Kerala,495,4057233
Assam,495,589426
Uttar Pradesh,495,1709335
Chandigarh,495,65105
Tamil Nadu,495,2614872
Chhattisgarh,495,1004451
Goa,495,173955
Arunachal Pradesh,495,53031
Mizoram,495,59119
West Bengal,495,1548604
Puducherry,495,123572
Karnataka,495,2949445
Daman and Diu,495,10663
Bihar,495,725708
Lakshadweep,495,10347
Rajasthan,495,954095
Karnataka,496,2950604
Chandigarh,496,65108
Andaman and Nicobar,496,7566
Jammu and Kashmir,496,325529
Meghalaya,496,76100
Manipur,496,114203
Assam,496,589999
Puducherry,496,123710
Andhra Pradesh,496,2015302
Odisha,496,1008469
Arunachal Pradesh,496,53102
Rajasthan,496,954100
Kerala,496,4090036
Bihar,496,725718
Goa,496,174050
Lakshadweep,496,10347
Maharashtra,496,6469332
Tripura,496,83065
Telangana,496,658376
Chhattisgarh,496,1004482
West Bengal,496,1549283
Mizoram,496,61111
Uttar Pradesh,496,1709351
Uttarakhand,496,343001
Himachal Pradesh,496,213799
Gujarat,496,825435
Dadra and Nagar Haveli,496,10663
Sikkim,496,29954
Madhya Pradesh,496,792186
Jharkhand,496,347894
Daman and Diu,496,10663
Punjab,496,600651
Nagaland,496,30157
NCT of Delhi,496,1437800
Haryana,496,770506
Tamil Nadu,496,2616381
Tamil Nadu,497,2617943
Haryana,497,770522
Jammu and Kashmir,497,325618
Puducherry,497,123802
Chhattisgarh,497,1004528
Himachal Pradesh,497,214004
Odisha,497,1009223
Daman and Diu,497,10663
Maharashtra,497,6473674
Lakshadweep,497,10348
Sikkim,497,30025
Assam,497,590553
West Bengal,497,1549978
Mizoram,497,61992
Goa,497,174146
Bihar,497,725728
Gujarat,497,825445
Dadra and Nagar Haveli,497,10663
Rajasthan,497,954108
Madhya Pradesh,497,792197
Jharkhand,497,347922
Punjab,497,600715
Nagaland,497,30204
Arunachal Pradesh,497,53156
Uttar Pradesh,497,1709386
NCT of Delhi,497,1437839
Chandigarh,497,65110
Meghalaya,497,76311
Manipur,497,114502
Kerala,497,4122133
Andhra Pradesh,497,2016680
Andaman and Nicobar,497,7567
Telangana,497,658689
Tripura,497,83127
Karnataka,497,2951844
Uttarakhand,497,343034
Uttar Pradesh,498,1709401
Tamil Nadu,498,2619511
Telangana,498,659007
Bihar,498,725734
Rajasthan,498,954116
Goa,498,174250
Uttarakhand,498,343070
Lakshadweep,498,10348
Gujarat,498,825461
West Bengal,498,1550664
Chandigarh,498,65114
Jammu and Kashmir,498,325714
Puducherry,498,123929
Karnataka,498,2953064
Andaman and Nicobar,498,7570
Manipur,498,114774
Odisha,498,1010072
Tripura,498,83197
Sikkim,498,30070
Nagaland,498,30244
Daman and Diu,498,10665
Assam,498,591117
