State,Date,Total cases
Maharashtra,321,2252057
Lakshadweep,321,524
Jammu and Kashmir,321,127288
Chandigarh,321,22589
Tripura,321,33425
Meghalaya,321,13983
Rajasthan,321,322078
Odisha,321,337929
Tamil Nadu,321,856917
Madhya Pradesh,321,266043
Bihar,321,262864
Karnataka,321,956801
Dadra and Nagar Haveli,321,3426
Sikkim,321,6178
Haryana,321,273446
Telangana,321,300536
NCT of Delhi,321,642030
Puducherry,321,39932
Uttarakhand,321,97565
Kerala,321,1083530
Daman and Diu,321,3426
Chhattisgarh,321,315486
Himachal Pradesh,321,59347
Manipur,321,29305
Jharkhand,321,120436
West Bengal,321,577267
Arunachal Pradesh,321,16840
Nagaland,321,12217
Goa,321,55607
Uttar Pradesh,321,604648
Assam,321,217726
Mizoram,321,4434
Andhra Pradesh,321,891004
Gujarat,321,275197
Andaman and Nicobar,321,5028
Punjab,321,192040
Tripura,322,33425
Chhattisgarh,322,315864
Haryana,322,273888
Himachal Pradesh,322,59439
Manipur,322,29309
Sikkim,322,6179
Bihar,322,262909
Maharashtra,322,2266374
Kerala,322,1085663
Arunachal Pradesh,322,16840
Meghalaya,322,13985
Assam,322,217745
Dadra and Nagar Haveli,322,3426
Lakshadweep,322,569
Uttar Pradesh,322,604791
Daman and Diu,322,3426
NCT of Delhi,322,642439
Puducherry,322,39954
Mizoram,322,4435
Jharkhand,322,120467
Goa,322,55676
West Bengal,322,577511
Nagaland,322,12217
Punjab,322,193345
Andhra Pradesh,322,891178
Madhya Pradesh,322,266573
Gujarat,322,275907
Jammu and Kashmir,322,127363
Andaman and Nicobar,322,5028
Odisha,322,337992
Telangana,322,300717
Tamil Nadu,322,857602
Uttarakhand,322,97634
Karnataka,322,957584
Rajasthan,322,322281
Chandigarh,322,22697
Chhattisgarh,323,316311
Rajasthan,323,322518
Mizoram,323,4435
Gujarat,323,276622
Goa,323,55758
Himachal Pradesh,323,59527
Odisha,323,338056
Lakshadweep,323,587
Tripura,323,33427
West Bengal,323,577788
Nagaland,323,12221
Andaman and Nicobar,323,5029
Sikkim,323,6183
Meghalaya,323,13986
Punjab,323,194753
Bihar,323,262937
Puducherry,323,39984
Karnataka,323,958417
Arunachal Pradesh,323,16840
Manipur,323,29310
Daman and Diu,323,3431
Assam,323,217766
Andhra Pradesh,323,891388
Jharkhand,323,120524
Madhya Pradesh,323,267176
Haryana,323,274273
Tamil Nadu,323,858272
Chandigarh,323,22832
Jammu and Kashmir,323,127436
NCT of Delhi,323,642870
Dadra and Nagar Haveli,323,3431
Maharashtra,323,2282191
Uttarakhand,323,97700
Telangana,323,300933
Uttar Pradesh,323,604958
Kerala,323,1087443
Chandigarh,324,22976
Andhra Pradesh,324,891563
Karnataka,324,959338
Jammu and Kashmir,324,127535
Manipur,324,29311
Uttarakhand,324,97754
Madhya Pradesh,324,267851
Odisha,324,338121
West Bengal,324,578064
Nagaland,324,12225
Telangana,324,301161
Jharkhand,324,120567
Goa,324,55851
Mizoram,324,4436
Haryana,324,274697
Tamil Nadu,324,858967
Gujarat,324,277397
Rajasthan,324,322719
NCT of Delhi,324,643289
Dadra and Nagar Haveli,324,3435
Maharashtra,324,2297793
Sikkim,324,6184
Himachal Pradesh,324,59597
Punjab,324,196263
Puducherry,324,40015
Andaman and Nicobar,324,5030
Daman and Diu,324,3435
Meghalaya,324,13992
Chhattisgarh,324,316854
Tripura,324,33429
Assam,324,217780
Kerala,324,1089478
Bihar,324,262974
Lakshadweep,324,603
Uttar Pradesh,324,605112
Arunachal Pradesh,324,16840
Gujarat,325,278207
Jammu and Kashmir,325,127640
Lakshadweep,325,604
Andhra Pradesh,325,891861
Daman and Diu,325,3438
Punjab,325,197755
Dadra and Nagar Haveli,325,3438
Madhya Pradesh,325,268594
Nagaland,325,12225
Uttar Pradesh,325,605290
Haryana,325,275137
Assam,325,217797
Mizoram,325,4437
West Bengal,325,578347
Jharkhand,325,120628
Meghalaya,325,13997
Tamil Nadu,325,859726
Rajasthan,325,322969
Goa,325,55917
Arunachal Pradesh,325,16840
Puducherry,325,40030
Maharashtra,325,2314413
Telangana,325,301318
Himachal Pradesh,325,59675
Kerala,325,1091270
Uttarakhand,325,97806
Bihar,325,263025
Andaman and Nicobar,325,5031
Sikkim,325,6184
Tripura,325,33433
Karnataka,325,960272
Chandigarh,325,23096
Manipur,325,29313
Odisha,325,338192
NCT of Delhi,325,643696
Chhattisgarh,325,317329
Maharashtra,326,2329464
Goa,326,56006
Gujarat,326,279097
Kerala,326,1092324
Mizoram,326,4439
NCT of Delhi,326,644064
Tamil Nadu,326,860562
Tripura,326,33440
Assam,326,217817
Haryana,326,275557
Sikkim,326,6184
Arunachal Pradesh,326,16840
Manipur,326,29313
Himachal Pradesh,326,59750
Rajasthan,326,323220
West Bengal,326,578598
Andhra Pradesh,326,892008
Chandigarh,326,23244
Chhattisgarh,326,317974
Meghalaya,326,13997
Andaman and Nicobar,326,5031
Karnataka,326,961204
Lakshadweep,326,606
Madhya Pradesh,326,269391
Punjab,326,199573
Uttarakhand,326,97866
Odisha,326,338258
Bihar,326,263051
Nagaland,326,12225
Uttar Pradesh,326,605441
Daman and Diu,326,3440
Telangana,326,301522
Dadra and Nagar Haveli,326,3440
Puducherry,326,40044
Jharkhand,326,120695
Jammu and Kashmir,326,127734
Sikkim,327,6191
Uttar Pradesh,327,605655
Uttarakhand,327,97931
Dadra and Nagar Haveli,327,3445
Odisha,327,338323
Meghalaya,327,14000
NCT of Delhi,327,644489
Arunachal Pradesh,327,16841
Gujarat,327,280051
Chandigarh,327,23391
Chhattisgarh,327,318830
Lakshadweep,327,625
Haryana,327,276080
Jammu and Kashmir,327,127831
Nagaland,327,12225
Daman and Diu,327,3445
West Bengal,327,578853
Jharkhand,327,120771
Mizoram,327,4442
Manipur,327,29315
Kerala,327,1094294
Maharashtra,327,2347328
Bihar,327,263100
Telangana,327,301769
Madhya Pradesh,327,270208
Punjab,327,201036
Andhra Pradesh,327,892269
Assam,327,217839
Puducherry,327,40068
Karnataka,327,962339
Rajasthan,327,323461
Andaman and Nicobar,327,5032
Tripura,327,33441
Goa,327,56100
Tamil Nadu,327,861429
Himachal Pradesh,327,59869
Lakshadweep,328,639
West Bengal,328,579156
Maharashtra,328,2370507
NCT of Delhi,328,645025
Chandigarh,328,23592
Punjab,328,203049
Chhattisgarh,328,319717
Haryana,328,276635
Bihar,328,263158
Uttarakhand,328,98041
Puducherry,328,40120
Goa,328,56173
Odisha,328,338405
Karnataka,328,963614
Mizoram,328,4445
Gujarat,328,281173
Andhra Pradesh,328,892522
Kerala,328,1096392
Manipur,328,29323
Daman and Diu,328,3445
Tripura,328,33444
Sikkim,328,6194
Himachal Pradesh,328,60036
Assam,328,217872
Jammu and Kashmir,328,127957
Arunachal Pradesh,328,16841
Rajasthan,328,323774
Madhya Pradesh,328,271040
Jharkhand,328,120853
Dadra and Nagar Haveli,328,3445
Tamil Nadu,328,862374
Meghalaya,328,14002
Telangana,328,302047
Nagaland,328,12225
Andaman and Nicobar,328,5035
Uttar Pradesh,328,605915
Nagaland,329,12225
Jammu and Kashmir,329,128097
Punjab,329,205418
Tamil Nadu,329,863363
Chandigarh,329,23803
Odisha,329,338489
Tripura,329,33454
Assam,329,217905
Arunachal Pradesh,329,16842
Maharashtra,329,2396340
Uttar Pradesh,329,606229
Dadra and Nagar Haveli,329,3454
Karnataka,329,965102
Telangana,329,302360
Andaman and Nicobar,329,5036
Puducherry,329,40201
Uttarakhand,329,98129
Lakshadweep,329,644
Chhattisgarh,329,320783
Bihar,329,263265
Meghalaya,329,14005
Daman and Diu,329,3454
Manipur,329,29325
Goa,329,56271
Sikkim,329,6196
Himachal Pradesh,329,60207
Mizoram,329,4445
West Bengal,329,579479
Haryana,329,277268
Andhra Pradesh,329,892740
Jharkhand,329,120950
Rajasthan,329,324101
Madhya Pradesh,329,271957
NCT of Delhi,329,645632
Gujarat,329,282449
Kerala,329,1098291
Rajasthan,330,324503
Assam,330,217924
NCT of Delhi,330,646348
Meghalaya,330,14008
Uttar Pradesh,330,606609
Mizoram,330,4446
Telangana,330,302724
Goa,330,56371
Himachal Pradesh,330,60389
Bihar,330,263355
Gujarat,330,283864
Chhattisgarh,330,321880
Arunachal Pradesh,330,16842
Odisha,330,338599
Tripura,330,33459
Lakshadweep,330,647
Kerala,330,1100275
Maharashtra,330,2422021
Andaman and Nicobar,330,5038
Puducherry,330,40262
Haryana,330,278140
Chandigarh,330,24017
Uttarakhand,330,98228
Madhya Pradesh,330,273097
Andhra Pradesh,330,892986
Sikkim,330,6199
Jharkhand,330,121055
Tamil Nadu,330,864450
West Bengal,330,579826
Jammu and Kashmir,330,128249
Dadra and Nagar Haveli,330,3464
Daman and Diu,330,3464
Nagaland,330,12225
Karnataka,330,966689
Manipur,330,29326
Punjab,330,207888
Rajasthan,331,324948
Nagaland,331,12225
Jharkhand,331,121178
Maharashtra,331,2449147
Lakshadweep,331,648
Assam,331,217951
Tripura,331,33464
Andaman and Nicobar,331,5038
Jammu and Kashmir,331,128389
Manipur,331,29332
Gujarat,331,285429
Uttar Pradesh,331,607050
Daman and Diu,331,3471
Meghalaya,331,14012
Madhya Pradesh,331,274405
Kerala,331,1102353
Puducherry,331,40322
Telangana,331,303118
Chandigarh,331,24220
Mizoram,331,4447
Odisha,331,338719
Karnataka,331,968487
NCT of Delhi,331,647161
Tamil Nadu,331,865693
Dadra and Nagar Haveli,331,3471
Goa,331,56525
Sikkim,331,6204
Bihar,331,263443
Punjab,331,210466
Andhra Pradesh,331,893366
Chhattisgarh,331,323153
Arunachal Pradesh,331,16842
Uttarakhand,331,98311
Haryana,331,278961
Himachal Pradesh,331,60537
West Bengal,331,580209
Arunachal Pradesh,332,16842
Kerala,332,1104228
Sikkim,332,6206
Manipur,332,29335
Dadra and Nagar Haveli,332,3481
Assam,332,217976
Uttar Pradesh,332,607538
Tripura,332,33464
Maharashtra,332,2479682
Himachal Pradesh,332,60678
Daman and Diu,332,3481
Lakshadweep,332,666
Mizoram,332,4448
Odisha,332,338817
NCT of Delhi,332,647984
Goa,332,56623
Chhattisgarh,332,324153
Telangana,332,303455
Uttarakhand,332,98448
Haryana,332,279828
Chandigarh,332,24459
Andhra Pradesh,332,893734
Punjab,332,213110
Karnataka,332,970202
Tamil Nadu,332,866982
Bihar,332,263569
West Bengal,332,580631
Andaman and Nicobar,332,5039
Nagaland,332,12225
Puducherry,332,40386
Gujarat,332,287009
Jharkhand,332,121261
Meghalaya,332,14016
Jammu and Kashmir,332,128547
Madhya Pradesh,332,275727
Rajasthan,332,325424
Andhra Pradesh,333,894044
Jharkhand,333,121371
Telangana,333,303867
Uttarakhand,333,98552
NCT of Delhi,333,648872
Chandigarh,333,24667
Jammu and Kashmir,333,128679
Andaman and Nicobar,333,5039
Haryana,333,280693
Madhya Pradesh,333,277075
Uttar Pradesh,333,608076
Kerala,333,1105467
Assam,333,218006
Tamil Nadu,333,868367
Maharashtra,333,2504327
Manipur,333,29339
West Bengal,333,580999
Meghalaya,333,14016
Rajasthan,333,326026
Bihar,333,263659
Lakshadweep,333,691
Mizoram,333,4451
Goa,333,56708
Tripura,333,33470
Puducherry,333,40433
Gujarat,333,288649
Arunachal Pradesh,333,16842
Daman and Diu,333,3485
Sikkim,333,6206
Chhattisgarh,333,325678
Himachal Pradesh,333,60878
Odisha,333,338963
Punjab,333,215409
Karnataka,333,971647
Nagaland,333,12225
Dadra and Nagar Haveli,333,3485
Tamil Nadu,334,869804
Odisha,334,339076
Andaman and Nicobar,334,5039
Bihar,334,263770
Karnataka,334,973657
Chandigarh,334,24881
Lakshadweep,334,697
Jharkhand,334,121501
Daman and Diu,334,3495
Jammu and Kashmir,334,128836
Uttarakhand,334,98646
Punjab,334,217663
Nagaland,334,12225
Chhattisgarh,334,327588
West Bengal,334,581403
Puducherry,334,40520
Manipur,334,29352
Maharashtra,334,2533026
Sikkim,334,6208
Himachal Pradesh,334,61035
Assam,334,218058
Dadra and Nagar Haveli,334,3495
Kerala,334,1107452
Gujarat,334,290379
Arunachal Pradesh,334,16842
Madhya Pradesh,334,278577
NCT of Delhi,334,649973
Haryana,334,281588
Andhra Pradesh,334,894536
Telangana,334,304298
Uttar Pradesh,334,608709
Rajasthan,334,326506
Meghalaya,334,14017
Mizoram,334,4452
Goa,334,56841
Tripura,334,33479
Rajasthan,335,327175
Himachal Pradesh,335,61301
Karnataka,335,975955
Mizoram,335,4454
Kerala,335,1109908
Jharkhand,335,121695
West Bengal,335,581865
Nagaland,335,12226
Madhya Pradesh,335,280289
Punjab,335,220276
Goa,335,56981
Haryana,335,282569
Jammu and Kashmir,335,129031
Daman and Diu,335,3510
Gujarat,335,292169
Andhra Pradesh,335,895121
Sikkim,335,6210
NCT of Delhi,335,651227
Meghalaya,335,14019
Bihar,335,263940
Chandigarh,335,25130
Tripura,335,33480
Uttar Pradesh,335,609443
Lakshadweep,335,697
Maharashtra,335,2564881
Odisha,335,339246
Andaman and Nicobar,335,5041
Telangana,335,304791
Arunachal Pradesh,335,16842
Puducherry,335,40645
Uttarakhand,335,98880
Manipur,335,29362
Tamil Nadu,335,871440
Chhattisgarh,335,329694
Assam,335,218099
Dadra and Nagar Haveli,335,3510
Puducherry,336,40740
Andhra Pradesh,336,895879
Manipur,336,29367
Meghalaya,336,14022
Assam,336,218139
Tripura,336,33482
Uttar Pradesh,336,610273
Gujarat,336,294130
Goa,336,57170
Himachal Pradesh,336,61616
Maharashtra,336,2600833
Haryana,336,283622
Madhya Pradesh,336,282174
Dadra and Nagar Haveli,336,3536
Kerala,336,1111897
Telangana,336,305309
Arunachal Pradesh,336,16842
Sikkim,336,6212
Bihar,336,264198
Chhattisgarh,336,332113
NCT of Delhi,336,652742
Uttarakhand,336,99072
Karnataka,336,978478
Tamil Nadu,336,873219
Nagaland,336,12229
Mizoram,336,4460
Andaman and Nicobar,336,5042
Rajasthan,336,327890
Jammu and Kashmir,336,129203
Jharkhand,336,121973
Odisha,336,339460
Daman and Diu,336,3536
West Bengal,336,582381
Punjab,336,222937
Lakshadweep,336,708
Chandigarh,336,25356
Lakshadweep,337,714
Andhra Pradesh,337,896863
NCT of Delhi,337,654276
Assam,337,218176
Uttarakhand,337,99258
Puducherry,337,40836
Gujarat,337,296320
Kerala,337,1113722
Mizoram,337,4463
Tamil Nadu,337,875190
Andaman and Nicobar,337,5043
West Bengal,337,583027
Daman and Diu,337,3554
Jammu and Kashmir,337,129413
Chhattisgarh,337,334778
Tripura,337,33490
Rajasthan,337,328743
Goa,337,57283
Dadra and Nagar Haveli,337,3554
Jharkhand,337,122281
Chandigarh,337,25604
Manipur,337,29373
Haryana,337,284944
Odisha,337,339694
Maharashtra,337,2637735
Sikkim,337,6215
Madhya Pradesh,337,284265
Himachal Pradesh,337,61967
Karnataka,337,981044
Meghalaya,337,14029
Telangana,337,305804
Uttar Pradesh,337,611301
Punjab,337,226059
Bihar,337,264409
Arunachal Pradesh,337,16843
Nagaland,337,12229
Rajasthan,338,329595
Himachal Pradesh,338,62383
Punjab,338,228864
Arunachal Pradesh,338,16845
Sikkim,338,6226
Chandigarh,338,25898
Mizoram,338,4465
Odisha,338,339904
Chhattisgarh,338,337940
Daman and Diu,338,3580
Nagaland,338,12229
Meghalaya,338,14031
Uttar Pradesh,338,612403
NCT of Delhi,338,655834
Lakshadweep,338,714
Uttarakhand,338,99515
Gujarat,338,298596
Manipur,338,29376
Dadra and Nagar Haveli,338,3580
Jharkhand,338,122621
Tamil Nadu,338,877279
West Bengal,338,583839
Assam,338,218222
Telangana,338,306339
Tripura,338,33491
Goa,338,57453
Andaman and Nicobar,338,5044
Jammu and Kashmir,338,129684
Maharashtra,338,2673461
Madhya Pradesh,338,286407
Andhra Pradesh,338,897810
Kerala,338,1115777
Puducherry,338,40964
Bihar,338,264604
Haryana,338,286327
Karnataka,338,983930
Uttar Pradesh,339,613798
Lakshadweep,339,715
Andhra Pradesh,339,898815
Goa,339,57584
Meghalaya,339,14032
Uttarakhand,339,99881
Kerala,339,1117993
Telangana,339,306742
Madhya Pradesh,339,288683
West Bengal,339,584666
Tamil Nadu,339,879473
Chhattisgarh,339,340093
Odisha,339,340194
Assam,339,218270
Tripura,339,33491
Mizoram,339,4465
Andaman and Nicobar,339,5046
Himachal Pradesh,339,62660
Karnataka,339,987012
Sikkim,339,6227
Puducherry,339,41101
Rajasthan,339,330676
Punjab,339,231734
Bihar,339,264955
Nagaland,339,12230
Arunachal Pradesh,339,16845
Gujarat,339,300866
Chandigarh,339,26194
Haryana,339,287719
Maharashtra,339,2713875
Daman and Diu,339,3607
NCT of Delhi,339,657715
Dadra and Nagar Haveli,339,3607
Manipur,339,29385
Jharkhand,339,122935
Jammu and Kashmir,339,129993
Chandigarh,340,26468
Odisha,340,340402
Jharkhand,340,123090
Uttar Pradesh,340,615078
Punjab,340,234602
Jammu and Kashmir,340,130228
Madhya Pradesh,340,291006
Dadra and Nagar Haveli,340,3623
Puducherry,340,41226
Meghalaya,340,14034
Chhattisgarh,340,341516
Daman and Diu,340,3623
Nagaland,340,12233
West Bengal,340,585305
Haryana,340,288714
Bihar,340,265194
Andhra Pradesh,340,899812
Kerala,340,1119542
Himachal Pradesh,340,62981
Karnataka,340,989804
Telangana,340,307205
Assam,340,218310
Tripura,340,33493
Sikkim,340,6227
Arunachal Pradesh,340,16845
Gujarat,340,303118
Rajasthan,340,331578
Andaman and Nicobar,340,5052
Mizoram,340,4468
Goa,340,57712
Maharashtra,340,2745518
Manipur,340,29391
Uttarakhand,340,99990
NCT of Delhi,340,659616
Tamil Nadu,340,881752
Lakshadweep,340,715
Telangana,341,307889
Odisha,341,340620
Sikkim,341,6233
Punjab,341,236790
Rajasthan,341,332243
Andhra Pradesh,341,900805
Gujarat,341,305338
Madhya Pradesh,341,293179
Manipur,341,29393
Dadra and Nagar Haveli,341,3642
Mizoram,341,4473
West Bengal,341,585933
Chhattisgarh,341,344624
Haryana,341,289694
Bihar,341,265268
Assam,341,218363
Tripura,341,33503
Arunachal Pradesh,341,16845
Jharkhand,341,123508
Andaman and Nicobar,341,5081
Tamil Nadu,341,884094
Goa,341,57839
NCT of Delhi,341,660611
Lakshadweep,341,718
Kerala,341,1121931
Karnataka,341,992779
Uttarakhand,341,100118
Daman and Diu,341,3642
Chandigarh,341,26733
Puducherry,341,41341
Meghalaya,341,14056
Maharashtra,341,2773436
Nagaland,341,12233
Himachal Pradesh,341,63320
Uttar Pradesh,341,615996
Jammu and Kashmir,341,130587
Himachal Pradesh,342,63605
Jammu and Kashmir,342,130960
Bihar,342,265527
Jharkhand,342,124201
Tripura,342,33517
Sikkim,342,6235
Karnataka,342,997004
Dadra and Nagar Haveli,342,3661
Maharashtra,342,2812980
Tamil Nadu,342,886673
West Bengal,342,586915
Rajasthan,342,333149
Madhya Pradesh,342,295511
Punjab,342,239734
Puducherry,342,41468
Telangana,342,308776
Andaman and Nicobar,342,5083
Assam,342,218412
Haryana,342,290800
Odisha,342,340917
Manipur,342,29400
Chhattisgarh,342,349187
Goa,342,58039
Uttarakhand,342,100411
Kerala,342,1124584
Mizoram,342,4476
Andhra Pradesh,342,901989
Uttar Pradesh,342,617194
Nagaland,342,12340
Arunachal Pradesh,342,16845
NCT of Delhi,342,662430
Lakshadweep,342,723
Gujarat,342,307698
Daman and Diu,342,3661
Chandigarh,342,26999
Meghalaya,342,14065
Uttar Pradesh,343,619783
Kerala,343,1127382
Goa,343,58304
West Bengal,343,588189
Manipur,343,29401
Chandigarh,343,27256
Uttarakhand,343,100911
Bihar,343,266015
Puducherry,343,41728
Meghalaya,343,14067
Lakshadweep,343,726
Daman and Diu,343,3683
Maharashtra,343,2856163
Nagaland,343,12345
Chhattisgarh,343,353804
Assam,343,218470
Odisha,343,341311
Punjab,343,242895
Haryana,343,292409
Himachal Pradesh,343,64014
Jammu and Kashmir,343,131421
Jharkhand,343,124891
Gujarat,343,310108
Arunachal Pradesh,343,16845
Sikkim,343,6241
Andaman and Nicobar,343,5084
Telangana,343,309741
Dadra and Nagar Haveli,343,3683
Karnataka,343,1001238
Mizoram,343,4484
Rajasthan,343,334499
Tripura,343,33521
NCT of Delhi,343,665220
Tamil Nadu,343,889490
Andhra Pradesh,343,903260
Madhya Pradesh,343,298057
Andaman and Nicobar,344,5084
Uttarakhand,344,101275
Assam,344,218533
Uttar Pradesh,344,622736
Arunachal Pradesh,344,16846
Kerala,344,1129890
Jharkhand,344,125585
Tamil Nadu,344,892780
Tripura,344,33523
Lakshadweep,344,733
NCT of Delhi,344,668814
Nagaland,344,12361
Manipur,344,29406
Himachal Pradesh,344,64420
Jammu and Kashmir,344,131938
Gujarat,344,312748
Dadra and Nagar Haveli,344,3703
Andhra Pradesh,344,904548
Sikkim,344,6245
Haryana,344,294270
Rajasthan,344,335921
Telangana,344,310819
Karnataka,344,1006229
Madhya Pradesh,344,300834
Punjab,344,245768
Maharashtra,344,2904076
Odisha,344,341772
Puducherry,344,41941
Goa,344,58584
West Bengal,344,589922
Chhattisgarh,344,357978
Chandigarh,344,27543
Mizoram,344,4487
Bihar,344,266677
Daman and Diu,344,3703
Meghalaya,344,14082
Kerala,345,1132431
Goa,345,58803
Telangana,345,312140
Tamil Nadu,345,896226
Andhra Pradesh,345,905946
Madhya Pradesh,345,303673
Chandigarh,345,27853
Uttar Pradesh,345,625923
Mizoram,345,4490
Jammu and Kashmir,345,132439
Manipur,345,29415
Daman and Diu,345,3719
Rajasthan,345,337596
Meghalaya,345,14106
Punjab,345,248454
Sikkim,345,6251
Nagaland,345,12362
Assam,345,218601
Himachal Pradesh,345,64838
Gujarat,345,315563
Chhattisgarh,345,363796
Haryana,345,296229
Dadra and Nagar Haveli,345,3719
NCT of Delhi,345,672381
Odisha,345,342224
Maharashtra,345,2953523
Tripura,345,33537
Arunachal Pradesh,345,16849
Uttarakhand,345,101714
West Bengal,345,591658
Jharkhand,345,126458
Lakshadweep,345,740
Andaman and Nicobar,345,5098
Puducherry,345,42132
Bihar,345,267513
Karnataka,345,1010602
Manipur,346,29423
Meghalaya,346,14122
Lakshadweep,346,741
Uttar Pradesh,346,630059
Nagaland,346,12363
Chhattisgarh,346,369046
Arunachal Pradesh,346,16849
Kerala,346,1135233
Odisha,346,342695
Assam,346,218670
Himachal Pradesh,346,65242
Haryana,346,298133
Bihar,346,268377
Tamil Nadu,346,899807
Tripura,346,33540
Andaman and Nicobar,346,5109
Jharkhand,346,127246
Uttarakhand,346,102264
Karnataka,346,1015155
Puducherry,346,42359
Punjab,346,251460
Madhya Pradesh,346,306851
Telangana,346,313237
Rajasthan,346,339325
Sikkim,346,6257
Dadra and Nagar Haveli,346,3744
Gujarat,346,318438
Andhra Pradesh,346,907676
Chandigarh,346,28194
Mizoram,346,4491
NCT of Delhi,346,676414
Jammu and Kashmir,346,133012
Daman and Diu,346,3744
West Bengal,346,593615
Maharashtra,346,3010597
Goa,346,59068
Rajasthan,347,341754
Karnataka,347,1020434
Odisha,347,343268
Himachal Pradesh,347,65809
Andhra Pradesh,347,909002
Gujarat,347,321598
Arunachal Pradesh,347,16851
NCT of Delhi,347,679962
Daman and Diu,347,3770
